product,category
"Steak House Hot Wings gyorsfagyasztott, készresütött csípős ízű csirkeszárny 600 g",Fagyasztott élelmiszer
Auchan aszaltszilvás csirkemell 750 g,Fagyasztott élelmiszer
Auchan kapros juhtúrós csirkemell 750 g,Fagyasztott élelmiszer
Sajttal-sonkával töltött pulyka párnácska 1 kg,Fagyasztott élelmiszer
Auchan csirkemell csíkok chilis sajtos panírban 750 g,Fagyasztott élelmiszer
Auchan rántott trappista sajt 500 g,Fagyasztott élelmiszer
Auchan grillezett csirkemell  750 g,Fagyasztott élelmiszer
Auchan panírozott csirkemell filé  700 g,Fagyasztott élelmiszer
Auchan trappista sajttal töltött csirkemell 1000g,Fagyasztott élelmiszer
Valdor gyorsfagyasztott kizsigerelt fiatal kacsa aprólék nélkül 2500 g,Fagyasztott élelmiszer
Jade folyékony krémszappan sensitive 1 l,Szépségápolás
Dióbél 400 g,"Zöldség, gyümölcs"
"Falni Jó! panírozott, készresütött, gyorsfagyasztott, sajttal töltött fasírtgolyó 375 g",Fagyasztott élelmiszer
Sajttal töltött pulyka párnácska gyorsfagyasztott 1 kg,Fagyasztott élelmiszer
Bábolna Friss & Fitt gyorsfagyasztott grillezett csirkemell filé olaszos marinádban 600 g,Fagyasztott élelmiszer
LAKTÁZ ENZIM KAPSZULA,Egészséges életmód
Valdor egyedileg gyorsfagyasztott csirke alsócomb 1000 g,Fagyasztott élelmiszer
Auchan sertés bécsi szelet karajból 750 g,Fagyasztott élelmiszer
Tuti Tipp előfőzőtt nudli 1 kg,Fagyasztott élelmiszer
Auchan Nívó lasagnes bolonese xxl 450 g,Fagyasztott élelmiszer
Somat Gold Grease Cutting gépi mosogatószer gél 76 mosogatás 2 x 684 ml,"Háztartási-, vegyi- és papíráru"
Auchan magos mustár 210 g,Tartós élelmiszerek
"Sága Füstli főtt, sajtos, füst ízesítésű csirkehúsból készült termék 350 g","Hús, hal, felvágott"
"Megyer Tokaji Sárgamuskotály Késői Szüret édes fehérbor 10,5% 500 ml",Alkohol
Mirelite gyorsfagyasztott nokedli 400 g,Fagyasztott élelmiszer
Nádudvari gyorsfagyasztott mogyorókrémes gombóc 350 g,Fagyasztott élelmiszer
Szerencsi Diabon fruktózos ét- és tejcsokoládés mogyoró és mandula drazsé 80 g,Egészséges életmód
Nádudvari gyorsfagyasztott túrótöltelékes gombóc 450 g,Fagyasztott élelmiszer
"Auchan Nívó Káposztával töltött, savanyított almapaprika, csípős 500 g",Tartós élelmiszerek
Dr. Oetker Ristorante Pizza Tre Formaggi gyorsfagyasztott mini pizza 216 g,Fagyasztott élelmiszer
"Auchan Mustár, közepesen erős, 350G",Tartós élelmiszerek
"Président zsíros, kemény cheddar sajt 200 g",Tejtermék
Zöldborsó osztályozatlan zsenge,Tartós élelmiszerek
Fanan hummus chilis csicseriborsó krém 250 g,"Hús, hal, felvágott"
Gullón Dibus Sharkies gluténmentes reggelizőkeksz 250 g,Egészséges életmód
Auchan Nívó Paraszt kenyér kovászos 1 kg,Pékáru
Marlenka gluténmentes mézes torta 100 g,Egészséges életmód
Auchan üveges dijoni mustár 370 g,Tartós élelmiszerek
Rapunzel Pudingpor csokoládés BIO 50g,Egészséges életmód
Dubicz Mátrai Irsai Olivér száraz fehérbor 12% 750 ml,Alkohol
Ardo elősütött panírozott brokkoli nuggets 1 kg,Fagyasztott élelmiszer
Auchan tejföl 20% 330 g,Tejtermék
Kollagén Max Plus tabletta,Egészséges életmód
Floren tusfürdő chocolate 300 ml,Szépségápolás
AUCHAN ÉTCSOKOLÁDÉ 76% NARANCCSAL 100 G,"Édesség, csokoládé, nasi"
"Aperol aperitif likőr pohárral 11% 0,7 l",Alkohol
"Verbena töltött keménycukorka mézzel, zsálya kivonattal és C-vitaminnal 60 g","Édesség, csokoládé, nasi"
"Malibu likőr kókusz ízesítéssel + kókuszdió pohár díszdobozban 21% 0,7 l",Alkohol
"Egészséges Sportital Lány edzés után Grapefruit, alma 500 ml",Italok
"MEKKO vegán pizza aprikás szalámival,gombával,lilahagymával 345 g",Fagyasztott élelmiszer
Mekko vegán pizza sonka-ananász 385 g,Fagyasztott élelmiszer
"Pantene Intensive Repair Öblítést Nem Igénylő Spray, 150 ml",Szépségápolás
Floren tusfürdő Elderberry és Aloe Vera 300 ml,Szépségápolás
Megyer Tokaji Hárslevelű száraz fehérbor 13% 750 ml,Alkohol
Nádudvari gyorsfagyasztott mini túrógombóc 240 g,Fagyasztott élelmiszer
Nádudvari gyorsfagyasztott túrógombóc tejfölös töltelékkel 300 g,Fagyasztott élelmiszer
Grocholl pirított burgonya hagymával 400 g,Tartós élelmiszerek
Nowaco szivárványos pisztráng 450 g,Fagyasztott élelmiszer
Lactovit Lactourea1° deo roll on 50 ml,Szépségápolás
Auchan Nívó BIO Eperlekvár 65% 350 g Franciaország részére az ECOCERT FR-BIO-01 tanúsító szervezet által ellenőrzött.,Egészséges életmód
Sportital Gyerekeknek edzés után Grapefruit - Alma 500 ml,Italok
Delforg gyorsfagyasztott pangasius halfilé 800 g,Fagyasztott élelmiszer
Fogasfilé bőrös 170 /230 g,Fagyasztott élelmiszer
Lactovit Lactourea1° regeneráló dezodor stift 60 ml,Szépségápolás
Lepényhal filé,Fagyasztott élelmiszer
Royal Premium gyorsfagyasztott prémium Pangasius filé hozzáadott vízzel 800 g,Fagyasztott élelmiszer
Auchan Nívó BIO Sárgabarack lekvár 350 g,Egészséges életmód
Viktória tavi fogasfilé,Fagyasztott élelmiszer
Frosch folyékony szappan érzékeny bőrre 500 ml,Szépségápolás
B.U. Golden Kiss pumpás parfüm dezodor 75 ml,Szépségápolás
Protein Chips Gril party,Egészséges életmód
"Vici gyorsfagyasztott, elősütött, panírozott halrudacska 700 g",Fagyasztott élelmiszer
PROTEIN KEX vanília,Egészséges életmód
Naturfood BIO aszalt vörös áfonya 100 g,Egészséges életmód
"Old Spice Lionpride Férfi Deo Stift, 50 ml",Szépségápolás
"MareVita gyorsfagyasztott, darabokból formázott tintahalaskarika Orly bundában 500 g",Fagyasztott élelmiszer
Naturfood BIO mazsola 200 g,Egészséges életmód
Tengergyüm stand 500/400 g,Fagyasztott élelmiszer
"Mf Bébipolip Egész, Nyers  500 G",Fagyasztott élelmiszer
Gyorsfagyasztott halászlé sűrítmény 200 g,Fagyasztott élelmiszer
Berekhús gyorsfagyasztott családi pontyhalászlé 900 g,Fagyasztott élelmiszer
ÁSZ Hidegtál füstölt csülökkel 400 gr,"Hús, hal, felvágott"
NaturFood Bio hántolt napraforgó 200 g,Egészséges életmód
McCain 123 hullámos hasábburgonya 750 g,Fagyasztott élelmiszer
Pescamar Marisco tenger gyümölcsei mix,Tartós élelmiszerek
7DAYS Doub!e Max mini croissant kakaós és vanília ízű töltelékkel 200 g,"Édesség, csokoládé, nasi"
Auchan Nívó Túrótöltelékes gombóc 1 kg,Fagyasztott élelmiszer
Tengeri sütőhal 900g,Fagyasztott élelmiszer
Auchan chorrizo gyorsfagyasztott pizza 390 g,Fagyasztott élelmiszer
Gillette Mach3 Férfi Borotva,Szépségápolás
Garamvári Lellei Sauvignon Blanc száraz fehérbor 13% 750 ml,Alkohol
Kühne negyedelt uborka 720 ml,Tartós élelmiszerek
Silan Aroma Therapy Magic Magnolia öblítő 108 mosás 2700 ml,"Háztartási-, vegyi- és papíráru"
Ocean Catch Panírozott halrudak családi kiszerelés 450 g,Fagyasztott élelmiszer
"Alfrio gyorsfagyasztott, előfőzött héjas feketekagyló 1 kg",Fagyasztott élelmiszer
Proteinnella,Egészséges életmód
Super Fat Burner 120 tbl,Egészséges életmód
Valeriana Álom kapszula a pihentető alváshoz,Egészséges életmód
Gyf Pontytej 500 g,Fagyasztott élelmiszer
Auchan Nívó BIO Zsírszegény kakaópor 250 g,Egészséges életmód
"Bombi kakaós bevonómasszába mártott, vegyes gyümölcsös-eper ízű lekvárral töltött aprósütemény 45 g","Édesség, csokoládé, nasi"
Roshen Compliment mogyorókrémes tejcsokoládé praliné 122 g,"Édesség, csokoládé, nasi"
"Zöldfarm BIO UHT tej 1,5% 1 l",Egészséges életmód
Pescamar mediterrán tonhalsaláta,Tartós élelmiszerek
Bm gyorsfagyasztott leveszöldség 200 g,Fagyasztott élelmiszer
Bm gyorsfagyasztott mexikói keverék 200 g,Fagyasztott élelmiszer
Go-Tan Ramen tészta 250 g,Tartós élelmiszerek
Naturgold BIO medvehagymás tönköly tallér 100 g,Egészséges életmód
CIDER SPARKLING EPER ÍZŰ ALKOHOLOS ERJESZTETT ITAL 750 ml,Alkohol
Go-Tan Udon tészta 250 g,Tartós élelmiszerek
Virágoskút Bio ételízesítő 200 g,Egészséges életmód
"Biopont BIO zöldségkoktél 0,75 l",Egészséges életmód
Japán evőpálcika (6db/csom),Tartós élelmiszerek
Kínai evőpálcika – piros színű 6db/csomag,Tartós élelmiszerek
Höllinger BIO feketeribizli nektár 1 l,Egészséges életmód
"Kézműves poharas pack (2db kézműves sör 0,33L + 1db logózott kehely)",Alkohol
Kotányi BIO őrölt fahéj 18 g,Egészséges életmód
Esca Cozze alla Marinara fűszerezett spagetti feltét marinara módra 350 g,Fagyasztott élelmiszer
Kotányi BIO szeletelt petrezselyem 7 g,Egészséges életmód
"Esca elkészített, fűszerezett tenger gyümölcsei fehérboros szószban tengerész módra 300 g",Fagyasztott élelmiszer
Natur Compagnie BIO tyúkhúsleves kocka 8 db 88 g,Egészséges életmód
Natur Compagnie BIO zöldség leveskocka 8 db 84 g,Egészséges életmód
Protein shake vanília,Egészséges életmód
Univer majonézes torma 70 g,Tartós élelmiszerek
Mon Chéri csokoládépraliné egész szem cseresznyével likőrben 105 g,"Édesség, csokoládé, nasi"
Müller Kuskus eper kuszkuszos tejdesszert 160 g,Tejtermék
Frosch Aloe Vera folyékony szappan 500 ml,Szépségápolás
Royal zöldségkeverék 400 g,Fagyasztott élelmiszer
"Rostos, tört sóskakrém 400 g",Fagyasztott élelmiszer
Royal Cider Eper-Lime alkoholos erjesztett ital 1 l,Alkohol
Frosch Gránátalma folyékony szappan 500 ml,Szépségápolás
Frosch Levendula folyékony szappan 500 ml,Szépségápolás
Egri Korona Borház Tramini édes fehérbor 13% 750 ml,Alkohol
Biopont gluténmentes sótlan BIO kölesgolyó 75 g,Egészséges életmód
Taste of Asia Korean Barbecue Oyakata Dish Cup 93 g,Tartós élelmiszerek
FRoSTA gyorsfagyasztott aprított bazsalikom 75 g,Fagyasztott élelmiszer
"AT HAND® Kézfertőtlenítő 250ml jól adagolható flip top kupakkal, kézkímélő adalékkal, borsmenta illattal, folyamatos használatra",Szépségápolás
Tuti Tipp Gyorsfagyasztott rántott trappista sajt 500 g,Fagyasztott élelmiszer
Nakd Banános karamellás pite ízű nyers szelet kesudióval és datolyával 35 g,Egészséges életmód
Iglo gyorsfagyasztott zsenge vajbab 450 g,Fagyasztott élelmiszer
Iglo gyorsfagyasztott zsenge zöldborsó 750 g,Fagyasztott élelmiszer
Nádudvari gyorsfagyasztott szilva töltelékes gombóc 450 g,Fagyasztott élelmiszer
Auchan rostos parajkrém adagok 450 g,Fagyasztott élelmiszer
Bm gyorsfagyasztott fejtett bab 200 g,Fagyasztott élelmiszer
Auchan bio kétszersült 225 g,Egészséges életmód
Buitoni Forno di Pietra gyorsfagyasztott Carbonara pizza 300 g,Fagyasztott élelmiszer
Buitoni Forno di Pietra gyorsfagyasztott Négy Évszak pizza 355 g,Fagyasztott élelmiszer
Auchan Nívó Hántolt árpa 500 g,Tartós élelmiszerek
Gyorsfagyasztott zsenge zöldborsó I. osztály 400g,Fagyasztott élelmiszer
Fejtett bab,Fagyasztott élelmiszer
Hazai morzsolt kukorica gyorsfagyasztott 1000 g,Fagyasztott élelmiszer
Hazai zsenge zöldborsó 1000 g,Fagyasztott élelmiszer
Kühne gyöngyhagyma 330g/370ml,Tartós élelmiszerek
Ardo eper 300 g,Fagyasztott élelmiszer
Ardo fekete áfonya 300 g,Fagyasztott élelmiszer
Burg.püré nudli gombóc DP 2.5kg,"Zöldség, gyümölcs"
Marha oldalas csontos védőgázas csomagolásban,"Hús, hal, felvágott"
Taste of Asia Padthai Chicken Oyakata 93 g,Tartós élelmiszerek
"Bolyhos pálinka farekesz 12*0,02L",Alkohol
"Burgonya főzni v. D-pack2,5kg","Zöldség, gyümölcs"
Iglo gyorsfagyasztott zsenge zöldborsó 450 g,Fagyasztott élelmiszer
Rege édes-savanyú uborka savanyúság 5-8 cm 680 g,Tartós élelmiszerek
"Burgonya steak 2,5 kg d-pack","Zöldség, gyümölcs"
"Auchan Nívó BIO Gouda szeletelt zsíros, félkemény sajt 160 g",Egészséges életmód
Diadermine Essentials pH5 Protecting nappali arckrém 50ml,Szépségápolás
"Médea sampon zsíros, korpás hajra kéntartalmú kivonattal 250 ml",Szépségápolás
Edélyi érlelt köménymaggal fűszerezett sajt,Tejtermék
Dr. Oetker Gustin étkezési keményítő 250 g,Tartós élelmiszerek
Érdélyi érlelt chilivel fűszerezett sajt,Tejtermék
Hajdú gourmet krém olaszosan szárított paradicsommal és bazsalikommal 180 g,Tejtermék
Auchan kesudió 70 g,"Édesség, csokoládé, nasi"
Frosch Mandula folyékony szappan 500 ml,Szépségápolás
Auchan Nívó BIO 58 % zsírtartalmú margarin 250 g E vitaminban gazdag,Egészséges életmód
"Auchan Nívó BIO Comté OEM zsíros, félkemény sajt 200 g",Egészséges életmód
Erdei gombakeverék 500 g,Fagyasztott élelmiszer
Ardo bogyós gyümölcs mix 300 g,Fagyasztott élelmiszer
"Nestea Zero őszibarack ízű cukormentes tea üdítőital édesítőszerekkel 1,5 l",Italok
Marha szegy csontos védőgázas csomagolásban,"Hús, hal, felvágott"
Auchan Nívó paradicsompüré (7% ref.) 680 g,Tartós élelmiszerek
Trópusi gyümölcskeverék 1 kg,Fagyasztott élelmiszer
LIRENE DERMOPROGRAM MANDULAOLAJOS bőrsimító és tápláló arckrém 50ml,Szépségápolás
Nosta Cappuccino Mg 100G,Alkohol
Massa natúr gesztenyemassza 250 g,Fagyasztott élelmiszer
"Viwa Vitaminwater Everyday grapefruit ízű szénsavmentes üdítőital 0,5 l",Egészséges életmód
Bio Zentrale BIO bolognai paradicsom szósz 350 g,Egészséges életmód
Nádudvari gyorsfagyasztott túrófánk joghurtos töltelékkel 300 g,Fagyasztott élelmiszer
Nádudvari gyorsfagyasztott túrófánk sárgabarackos töltelékkel 300 g,Fagyasztott élelmiszer
Bio-Zentrale BIO Arrabiata paradicsom szósz 340g,Egészséges életmód
Dr. Oetker My Sweet Deli gyorsfagyasztott csokoládés mousse torta 600 g,Fagyasztott élelmiszer
Giana passzírozott paradicsom 680 g,Tartós élelmiszerek
Maroni gyorsfagyasztott gesztenyetorta 500 g,Fagyasztott élelmiszer
Auchan Nívó BIO Reszelt francia ementáli sajt 100 g,Egészséges életmód
MyFood gyorsfagyasztott fokhagymás vajas garnélarák 250 g,Fagyasztott élelmiszer
Real Nature Proxy görög joghurt nádcukorral 1 kg,Tejtermék
Ben & Jerry's Phish Food jégkrém 500 ml,Fagyasztott élelmiszer
Ben & Jerry's poharas jégkrém Half Baked 465 ml,Fagyasztott élelmiszer
Ben & Jerry's poharas jégkrém vegán Coconutterly Caramel'd 465 ml,Fagyasztott élelmiszer
MyFood gyorsfagyasztott kapros vajas garnélarák 250 g,Fagyasztott élelmiszer
Big Milk joghurtos jégkrém epres szósszal 1000 ml,Fagyasztott élelmiszer
Big Milk vanília jégkrém 1000 ml,Fagyasztott élelmiszer
BREYERS Mango&Coconut 465 ml,Fagyasztott élelmiszer
Riso Scotti BIO rizs- és kókuszital 1 l,Egészséges életmód
Bio-Zentrale BIO Klasszikus koktélparadicsom szósz 350g,Egészséges életmód
Auchan Optimum vanília ízűjégkrém 1000 ml,Fagyasztott élelmiszer
Auchan Bio Ratatouille- Zöldségekből készülő hagyományos francia egytálétel.,Egészséges életmód
Csirkemell filé,"Hús, hal, felvágott"
"AUCHAN BIO ZÖLD OLÍVABOGYÓ SÓS LÉBEN, BELLA DI CERIGNOLA",Egészséges életmód
"AUCHAN NÍVÓ BIO HÁMOZOTT EGÉSZ PARADICSOM, PARADICSOMLÉBEN 400G",Egészséges életmód
Vegabond tavaszi gabonahús szendvicsfeltét 250 g,Egészséges életmód
"Petrény Big Brand Egri Bikavér száraz vörösbor 13,5% 750 ml",Alkohol
Auchan filter N2 kávéfilter 40 db,Italok
Heinz Barbecue szósz 875 ml,Tartós élelmiszerek
"Schogetten Gold fehércsokoládé pisztáciadarabokkal, pisztáciakrémtöltelékkel 100 g","Édesség, csokoládé, nasi"
Szamóca 300 g,Fagyasztott élelmiszer
Pálinkás krémmel töltött belga étcsokoládé válogatás,"Édesség, csokoládé, nasi"
"Sió Natura BIO 100% alma-őszibarack gyümölcslé 0,75 l",Egészséges életmód
Auchan Nívó BIO OEM Rokfort juhsajt 100 g,Egészséges életmód
Leimer Bon Appétit fűszeres ízű pirított kenyérkocka 100 g,Tartós élelmiszerek
Fa krémtusfürdő Creme&Oil Kakaóvaj és kókuszolaj 250 ml,Szépségápolás
Natur Compagnie BIO Instant tyúkhúsleves 2x17g,Egészséges életmód
Auchan Prémium Tejcsokoládéba mártott teasütemény mandula szórattal 100 g,"Édesség, csokoládé, nasi"
"Gelato Italiano egres sorbet, kivi ízű öntettel 500 ml",Fagyasztott élelmiszer
"Gelato Italiano eper sorbet, eper öntettel 500 ml",Fagyasztott élelmiszer
Angulas Aguinaga főtt kagyló paradicsomszószban 500 g,Fagyasztott élelmiszer
Gelato Italiano laktózmentes Cold Brew kávé jégkrém édesítőszerekkel 500 ml,Fagyasztott élelmiszer
Gelato Italiano laktózmentes fahéjas vanília jégkrém édesítőszerekkel 500 ml,Fagyasztott élelmiszer
Natur Compagnie BIO Tavaszi leves 37g,Egészséges életmód
Magnum Mini multipack jégkrém Dupla Gold Karamell 6 x 55 ml (330 ml),Fagyasztott élelmiszer
Natur Compagnie Bio expressz hosszú szemű rizs 250g,Egészséges életmód
Natur Compagnie bio instant indiai lencse-kuszkusz 68g,Egészséges életmód
Natur Compagnie BIO vöröslencse leves 60 g,Egészséges életmód
ALCE NERO BIO LEVESFUSZER-KEVERÉK,Egészséges életmód
Burgonya sárga 2 kg,"Zöldség, gyümölcs"
Amerikai káposztasaláta 150 g,"Hús, hal, felvágott"
Auchan marhahúsos cannelloni 800 g,Tartós élelmiszerek
Auchan Sensodyne & Parodontax bevásárló táska ajándék 1db,Szépségápolás
Vénusz Immuno D finomított napraforgó-étolaj hozzáadott D-vitaminnal 1 l,Tartós élelmiszerek
"Aurelia zöld szélesmetélt, durumlisztből készült friss tészta 250 g","Hús, hal, felvágott"
Cornetto Mini multipack jégkrém Málna-Matcha Tea 8 x 55 ml,Fagyasztott élelmiszer
Auchan darált csemegepaprikakrém 200 g,Tartós élelmiszerek
Ledo csokoládés és meggyes jégkém 2000 ml,Fagyasztott élelmiszer
"Zwack Unicum Szilva gyógynövénylikőr 34,5% 0,5 l + Unicum Szilva gyógynövénylikőr 34,5% 0,1 l",Alkohol
Natur Compagnie bio instant keleti kuszkusz 68g,Egészséges életmód
Cosmia BIO hidratáló testápoló tej 250 ml,Szépségápolás
Heinz Curry-mangó szósz 875 ml,Tartós élelmiszerek
Pizza Mozzarella sajttal és sertéssonkával 400 g,"Hús, hal, felvágott"
Cosmia BIO kéz és körömkrém 75 ml,Szépségápolás
"Gillette Venus ComfortGlide Breeze Pótfej, 4 db",Szépségápolás
Wilkinson Sword Intuition Complete 5 pengés borotvabetét 3 db,Szépségápolás
